ArtikelNR,PG,PGSub,ArtikelType,OmsNederlands,OmsEngels,OmsFrans,Unnamed: 7,Unnamed: 8,A5 ARTIKELTYPE,Synoniem,Unnamed: 11,Unnamed: 12
189084,Sanitair,Waterleiding installatiematerialen,LEIDINGSYSTEEM,HEP2O VERDELER 22 X 3/4 1-WEG MET AFTAP WIT,HEP2O MANIFOLD 22 X 3/4 1-PORT WITH TAP WHITE, ,0.16763390800365108,0.004882657152025294,,,,
115853,Sanitair,Waterleiding installatiematerialen,LEIDINGSYSTEEM,HEP2O SCHROEFBUS 15X3/4BI WIT,HEP2O TAP CONNECTOR 15 X 3/4F WHITE, ,0.8837108484164661,0.0077147887562748485,,,,
169783,Lijmen en kitten,Lijmen & Kitten,LIJMEN,UHU ALLES LIJM SUPER STRONG & SAFE 7 G BLISTER,UHU ALL PURPOSE GLUE SUPER STRONG&SAFE 7G BLISTER, ,0.4120363729788903,0.0024952659825323575,,,,
112214,Lijmen en kitten,Overigen lijmen en kitten,LIJMEN,CCL CONTACTLIJM 100 ML,CCL CONTACT ADHESIVE 100 ML, ,0.0667222707456635,0.003652633218457768,,,,
324947,Lijmen en kitten,Lijmen & Kitten,LIJMEN,UHU LIJM STICK 40 G BLISTER,UHU GLUE STICK 40 G BLISTER, ,0.30094113355882934,0.004135067942654835,,,,
163243,Stationary,Kantoorartikelen,LIJMEN,SECONDENLIJM 2 TUBES 3 GR MULTI PURPOSE LIJM,GLUE MULTIPURPOSE 2 TUBES 3 GR,COLLE SECONDE MULTI-USAGE 2 TUBES 3 GR,0.6529036433925904,0.0071369795527936875,,,,
146368,Lijmen en kitten,Overigen lijmen en kitten,LIJMEN,CCL SCHOOLLIJM 1000 ML,CCL SCHOOL GLUE 1000 ML, ,0.16192253596437567,0.007217549482029906,,,,
148824,Lijmen en kitten,Lijmen & Kitten,LIJMEN,UHU ALLES LIJM TUBE 20ML,UHU ALL PURPOSE GLUE TUBE 20ML,UHU COLLE EN TUBE 20ML,0.969637617289061,0.008879543355091002,,,,
150513,Lijmen en kitten,Overigen lijmen en kitten,LIJMEN,CCL KINDERLIJM FLACON 50 ML TRANSPARANT,CCL KIDS GLUE BOTTLE 50 ML TRANSPARENT, ,0.06348914725207211,0.009853614678996259,,,,
112215,Lijmen en kitten,Overigen lijmen en kitten,LIJMEN,CCL PLAKPOEDER + MAATSCHEPJE EMMER 1KG, , ,0.9755901826644444,0.01039194807819066,,,,
159264,Lijmen en kitten,Lijmen & Kitten,LIJMKITTEN,HYBRIDE SP050 LIJMKIT 310 ML KOKER WIT, , ,0.789649734319268,0.0047805774721582095,,,,
68188,Sanitair,Wastafels en toiletten,MANCHETTEN,WC AFV MANCHET EXC 100-110 MM H=140 MM SPRONG 4 CM,WC CONNECTOR EXC 100-110 MM H=140 MM SPR 4 CM, ,0.7165189979182938,0.008616377535178299,,,,
14007,Sanitair,Waterleiding installatiematerialen,MANCHETTEN,OVERGANGSMANCHET RUBBER 40X30MM METAAL/PVC ZWART, , ,0.7397002797491297,0.01106216229653767,,,,
104469,Diversen,,MANDEN,IMPEX WICKER MAND TASCA RASPBERRY, , ,0.5293304496609326,0.0006398445973698763,,,,
104857,Diversen,,MANDEN,IMPEX WICKER MAND BLAUW/ZILVER, , ,0.2254017239231857,0.0069306612903505815,,,,
108068,Sanitair,Badkameraccessoires,MATTEN,SK TOILETMAT MAN & WOMEN 60 X 50 CM LINNEN, , ,0.9398088529202779,0.003135305380159048,,,,
181013,Diversen,,MATTEN,SPAGHETTI MAT 180X120X1.2CM PVC RED,EUROSPEC SPAGHETTI MAT 180X120X1.2CM PVC RED,EUROSPEC PAILLASSON 180X120X1.2CM PVC ROUGE,0.025364271308684905,0.0038320464554988387,,,,
202082,Diversen,,MATTEN,SPAGHETTI MAT 60X40X0.8CM PVC BROWN,EUROSPEC SPAGHETTI MAT 60X40X0.8CM PVC BROWN,EUROSPEC PAILLASSON 60X40X0.8CM PVC MARRON,0.4496489380400799,0.004752632453564276,,,,
97788,Hout- en bouwmaterialen,Plaatmateriaal,MDF,MDF 1.22 X 2.44 X 18 MM MR GROEN D-ZIJDIG MELA MWIT GLAD,MDF 4FT X 8FT X 18 MM MR GREEN B-SIDES MELA MWHITE SMOOTH,MDF 1.22X2.44X18MM HYDROFUGE VERT 2-FACE MELA BLANC,0.6774155370939497,0.0018565449115348631,,,,
103725,Hout- en bouwmaterialen,Plaatmateriaal,MDF,MDF 1.22 X 2.44 X 18 MM MR GROEN+1.2/0.8MM FORMICA,MDF 1.22 X 2.44 X 18 MM MR GREEN+1.2/0.8MM FORMICA,MDF 1.22X2.44X18MM MR VERT+1.2/0.8MM FORMICA CLR: 2200,0.6129307716788687,0.005981878137317986,,,,
114913,Gereedschappen,Handgereedschappen niet-elektrisch,MEETKLOK,BETA MEETKLOK ANALOOG 0-5 MM 1662/1,BETA DIAL INDICATOR 0-5 MM 1662/1, ,0.01825517315158609,0.0074276928802509135,,,,
46225,Verf en behang,Verf,METAALLAKKEN,HAMMERITE METAALLAK HOOGGL 250 ML STANDBLAUW, , ,0.9060777676743337,0.008524199805982069,,,,
305127,Verf en behang,Verf,METAALLAKKEN,HAMMERITE ULTIMA METAALLAK HOOGGLANS 750 ML ZWART,HAMMERITE ULTIMA METALLIC PAINT GLOSS 750 ML BLACK, ,0.3148069725618433,0.01140141216984547,,,,
156284,Ijzerwaren,Bouwbeslag,MEUBELBESLAG,INBOORPAUMELLE 13X39 MM VERZINKT,HINGE TO DRILL IN 13X39 MM ZINC PLATED, ,0.30679267293239443,0.004620780068787078,,,,
156184,Ijzerwaren,Bouwbeslag,MEUBELBESLAG,OPSCHROEFSCHARNIER MET VEER VERNIKKELD,HINGE WITH SPRING NICKEL PLATED, ,0.930627099229863,0.009122641074011506,,,,
156376,Ijzerwaren,Bouwbeslag,MEUBELBESLAG,SCHROEF DIREKTA 50 MM VERZINKT,SCREW DIREKTA 50 MM ZINC PLATED, ,0.059558839776581496,0.009154428949995408,,,,
63091,Ijzerwaren,Bevestigingsmaterialen,MOEREN,ZESKANTVERBINDINGSMOER DIN 6334 A4 M6, , ,0.4858834162397603,0.007975395764896809,,,,
21725,Gereedschappen,Handgereedschappen niet-elektrisch,MOERSLEUTELS,"VERSTELBARE MOERSLEUTEL 15"" 375 MM", , ,0.9749759596023956,0.009882017454022618,,,,
84582,Tegels,Keramische tegels,MOZAIEKTEGELS,MOZAIEKTEGEL 33X33CM JAMAICA PRETO, , ,0.8705425975356108,0.0017959692332596422,,,,
59789,Ijzerwaren,Bevestigingsmaterialen,NAGELPLUGGEN,LLF NAGELPLUG 8X100MM, , ,0.05067786014305731,0.005433706556830176,,,,
19292,Hout- en bouwmaterialen,Overigen bouwmaterialen,NYLON,NYLON PA-6 STAF Ø 15 MM L=1000 MM, , ,0.6548217196148745,0.004540692457253082,,,,
113558,Tuin,Tuingereedschap niet-elektrisch,ONDERDELEN,ALTRAD AANDRIJFWIEL AT250-AT350-AT480,ALTRAD DRIVING WHEEL AT250-AT350-AT480, ,0.9128038566373166,0.0013481118490432653,,,,
108752,Tuin,Tuingereedschap niet-elektrisch,ONDERDELEN,ALTRAD STUURWIEL AS AT250-AT350,ALTRAD STEERING WHEEL AS AT250-AT350, ,0.06536019519261071,0.007720336923903948,,,,
237557,Huishoud,Opslag en bewaren,OPBERG,DOMO MAISON KLEDINGHOES JURK 60X135CM,DOMO MAISON DRESS COVER 60X135CM,DOMO MAISON HOUSSE DE VÊTEMENTS 60X135CM,0.6116498181961157,0.011528451862460876,,,,
247140,Huishoud,Opslag en bewaren,OPBERGDOZEN,SIGMA HOME DEKSEL BOX 5L 240X165X25MM TRANSPARANT,SIGMA HOME LID BOX 5L 240X165X25MM TRANSPARENT, ,0.928674646395694,0.008264541384189417,,,,
245918,Ijzerwaren,,OPHANGSYSTEEM,ES MUURBEUGEL EQUERRE 180MM WIT,ES ANGLE BRACKET 180MM WHITE,ES CONSOLE EQUERRE 180MM BLANC,0.264813330542079,0.0034464758790477834,,,,
180533,Diversen,,OPHANGSYSTEEM,ES MEUBELPOOT ROND 400MM ZWART,ES FURNITURE LEGS ROUND 400MM BLACK,ES PIED DE MEUBLE RONDE 400MM NOIR,0.8405118570451815,0.005592670926518828,,,,
245934,Ijzerwaren,,OPHANGSYSTEEM,ES OPSTEEKHOUDER DUBBEL 12ST STAAL,ES CLIP-ON HOLDER 2SIDE 12PCS STEELR,ES SUPPORTS DOUBLES 12PCS ACIER,0.7363879929000209,0.0076337560683604755,,,,
128995,Stationary,Kantoorartikelen,ORDNERS,ORDNER A4 ASSORTI,LEVER ARCH FILE A4 ASSORTED,CLASSEUR A4 ASSORTI,0.8918430766611771,0.002953581836463881,,,,
96341,Diversen,,OUTDOOR BOXES,EDA OUTDOOR BOX MAXI SERENA 500 L GROEN,EDA OUTDOOR BOX MAXI SERENA 500 L GREEN,EDA MALLE MAXI SERENA 500 L VERT,0.4592411369268846,0.00887513658767014,,,,
303830,Sanitair,Wastafels en toiletten,PACKS,IDEAL EUROVIT PACK DUOBLOK AO WIT,IDEAL EUROVIT PACK WC-SET AO WHITE, ,0.6144207990155427,0.008481967817483893,,,,
36924,Sanitair,Waterleiding installatiematerialen,PAKKING,PAKKING 1400 X 1000 X 5 MM NR/ SBR (GOOD GRADE), , ,0.6514340666242383,0.0015011724146065664,,,,
125439,Bouwmachines en klimmaterialen,Overigen bouwmachines en klimmaterialen,PALLETWAGEN,PALLETWAGEN 2500 KG LEPEL 1150 X 520 MM ALU VELG RUBBER WIEL, , ,0.19246147666609215,0.007481054136991405,,,,
76161,Huishoud,Keukengerei,PANNEN,STOOMPAN 20 CM 3DLG 18/8, , ,0.47125940586424675,0.0009604954857805881,,,,
76175,Huishoud,Keukengerei,PANNEN,HAPJESPAN 28 CM GLASDEKSEL,CASSEROLE GLASS COVER 28 CM, ,0.17410021753774763,0.004270377274734671,,,,
123461,Hout- en bouwmaterialen,Plaatmateriaal,PAPIERSTROOK,KNAUF 3695 PAPIERSTROOK 5 CM BREED ROL 23 M, , ,0.4163086730506571,0.004229225536601877,,,,
208555,Diversen,,PASEN,BLOEMPOT 58X51.5CM BLAUW, ,POT A FLEURS 58X51.5CM BLEU,0.9679575807373334,0.002910716836417082,,,,
208560,Diversen,,PASEN,PATIO HEATER RVS GAS 222X80CM, ,CHAUFFAGE DE TERRASSE INOX GAS 222X80CM,0.08708577416791408,0.012479288931652954,,,,
258613,Elektra,Installatiematerialen,PASSCHROEFSLEUTELS,QL PASSCHROEFSLEUTEL ROOD,QL FUSE KEY RED, ,0.8746457074217354,0.0015666258161070035,,,,
16584,Verf en behang,Verfgereedschappen,PENSELENSETS,PENSELENSET ROND 12 ST,PAINTBRUSH ASSORTMENT ROUND 12 PCS, ,0.001529363701347486,0.004443546016842603,,,,
77098,Hout- en bouwmaterialen,Overigen bouwmaterialen,PLAATRUBBERS,PLAATRUBBER SBR 65º 5.0 MM 2 INLAGE BR 140 CM ROL 10 M, , ,0.429647677260967,0.011461745795719569,,,,
106690,Verf en behang,Vulmiddelen,PLAMUUR,ALABASTINE SUPERSTERKE PLAMUUR BLISTER 200 G, , ,0.16701763525987268,0.00631706247062358,,,,
54857,Verf en behang,Verfgereedschappen,PLAMUURMESSEN,PEARL PLAMUURMES DHZ HOUTEN HEFT MAAT 60, ,PEARL COUTEAU DE PEINTRE 60,0.1271855144932943,0.0039009782324207487,,,,
2537,Verf en behang,Verfgereedschappen,PLAMUURMESSEN,PLAMUURMES DHZ KWALITEIT 25,PUTTY KNIFE PROF 25,COUTEAU À MASTIQ PROF 25,0.7010029417594114,0.012502895033103867,,,,
226775,Huishoud,Overigen huishoud,PLANTENROLLERS,GALICO PLANTENROLLER Ø 30 CM DENNENHOUT GROEN,GALICO PLANT ROLLER Ø 30 CM PINEWOOD GREEN, ,0.19193720466461772,0.006130138289784592,,,,
124376,Diversen,,PLANTERS,STANDARD BLOEMPOT Ø 36 CM TERRACOTTA,STANDARD FLOWER POT Ø 36 CM TERRACOTTA,STANDARD POT FLEUR TERRACOTTA CA. 36 CM,0.746721207696345,8.28803578063475e-05,,,,
182788,Tuin,Overigen tuin,PLANTERS,STANDAARD SCHOTEL Ø 16 CM DOORZICHTIG,STANDARD SAUCER Ø 16 CM TRANSPARENT,STANDARD SOUCOUPE Ø 16 CM TRANSPARENT,0.49780995041384,0.012099164436757404,,,,
222914,Huishoud,Opslag en bewaren,PLASTIC ITEMS,STRATA CLIPBAK + METALE HENDELS 80LTR ZWART,STRATA CLIP BIN + METAL HANDELS 80LTR BLACK,STRATA POUBELLE & LEVIERS METAL 80L NOIR,0.0862575199931096,0.008468470597915001,,,,
222919,Huishoud,Opslag en bewaren,PLASTIC ITEMS,STRATA RONDE TUINPOT DIAM: 30CM ZWART,STRATA ROUND BELL POTS DIAM: 30CM BLACK,STRATA POT JARDIN D30CM NOIR,0.7248487770833347,0.012223981196532008,,,,
50315,"Ijzer, staal en non-ferro",Plaatstaal,PLATEN STAAL,STAALPLAAT VLAK 2500X1250X5MM ZWART WARM GEWALST,SHEET BLACK STEEL 2500X1250X5MM, ,0.04741281350982618,0.0012656540632683955,,,,
54516,"Ijzer, staal en non-ferro",Plaatstaal,PLATEN STAAL,STAALPLAAT VLAK 2000X1000X30MM ZWART WARM GEWALST, , ,0.8686276153682628,0.006116405916145484,,,,
7257,"Ijzer, staal en non-ferro",Profielen,PLATIJZER,PLATIJZER 40X6MM ZWART L=6M,FLAT IRON 40X6MM BLACK L=6M, ,0.6338981855395548,0.0030707312503911455,,,,
117012,Ijzerwaren,Bevestigingsmaterialen,PLUGGEN,KOZIJNPLUG TORX 10X140,CONSTR PLUG TORX 10X140, ,0.4941774268898381,0.0023057771570587082,,,,
116963,Ijzerwaren,Bevestigingsmaterialen,PLUGGEN,MEGA PLUG NYLON 6X40 M/KRAAG,MEGA PLUG NYLON 6X40 W/FLANGE, ,0.750891397511525,0.003544232845390849,,,,
117016,Ijzerwaren,Bevestigingsmaterialen,PLUGGEN,METAAL SPEEDPLUG 4-5MM 27,METAL SPEED PLUG 4-5MM 27, ,0.2552130018626665,0.007109932129793495,,,,
103442,Ijzerwaren,Bevestigingsmaterialen,PLUGNAGELS,HFN 11000 FIX PLUGNAGEL 6 X 30 MM VK PZ * 200/2000,HFN 11000 FIX SCREW NAIL ANCHOR 6 X 30 MM * 200/2000, ,0.42503442923156254,0.01125625181224077,,,,
138959,Hout- en bouwmaterialen,Plaatmateriaal,PLYWOOD,PLYWOOD 1220X2440X6MM POPLAR BINTANGOR BB/CC GRADE GLUE E1,PLYWOOD 1220X2440X6MM POPLAR BINTANGOR BB/CC GRADE GLUE E1,CONTREPLAQUE 1220X2440X6MM GRADE COLLE E1 BINTANGOR BB/CC,0.6554722921667536,0.0019517525658523383,,,,
123182,Hout- en bouwmaterialen,Plaatmateriaal,PLYWOOD,PLYWOOD POPLAR E1 LIJM OKOUME BB/BB GRADE 1220 X 2440 X 9MM,PLYWOOD POPLAR E1 GLUE OKOUME BB/BB GRADE 1220 X 2440 X 9MM,CONTREPLAQUE E1 COLLE OKOUME BB/BB GRADE 1220 X 2440 X 9MM,0.47138946256272474,0.007411753371304064,,,,
69212,Stationary,Overigen stationary,POLYBAND,HZ POLYBAND 5 MM X 20 M 25 BOL METALLIC GROEN, , ,0.07511737179148892,0.0010452715524660317,,,,
167503,Sanitair,Overigen sanitair,POMPEN,DAB WATERPOMP 1.4 KW 220-240V 50HZ JET 112 M-P,DAB WATER PUMP 1.4 KW 220-240V 50HZ JET 112 M-P, ,0.19143358618147344,0.007262189213639636,,,,
126761,Lijmen en kitten,,POS MATERIALEN,BISON SLEUTELHANGER POLYMAX, , ,0.14745674461430147,0.005525752945740647,,,,
95024,Lijmen en kitten,,POS MATERIALEN,BISON PU-FOAM DEMO PANEL, , ,0.0106360403554987,0.008173659822219848,,,,
118371,Diversen,,POTLODEN,BRUYNZEEL BUROTEK 1H GRAPHITE POTLOOD,BRUYNZEEL BUROTEK 1H GRAPHITE PENCIL, ,0.727959756419649,0.006630260678534783,,,,
168910,Diversen,,POTTEN,ELHO GB BALKONBAK 50CM 425-ANTHRA, , ,0.7762099862872995,0.003428648158298797,,,,
136775,Tuin,Tuindecoratie,POTTEN,ELHO GB CAMPANA Ø 25 CM GROEN-300, , ,0.792515791608224,0.004961620359810848,,,,
136683,Tuin,Tuindecoratie,POTTEN,ELHO GB GROWSET Ø 26 CM LIVING BLACK-433, , ,0.6660008547418967,0.009588440431651968,,,,
298469,Diversen,,POWERSTRIPS,TESA KLEVENDE SPIJKER TEGELS METAAL VERSTELB 3KG,TESA ADHESIVE NAIL TILES METAL ADJUST 3KG, ,0.7106048326275844,0.00441012843632782,,,,
298444,Diversen,,POWERSTRIPS,TESA POWERSTRIPS HAKEN LARGE CLASSIC CHR,TESA POWERSTRIPS HOOKS LARGE CLASSIC CHR, ,0.8835650088219427,0.009083025522512944,,,,
252543,Sanitair,Waterleiding installatiematerialen,PP KOPPELINGEN,PP KLEM DRAAD KOPPELING 40X1 BUDR,PP CLAMP THREAD COUPLER 40X1 MALE, ,0.4437549208875249,0.0006505679877274462,,,,
45590,Stationary,Kantoorartikelen,PRIKBORDEN,PRIKBORD 60 X 90 CM,PIN BOARD 60 X 90 CM, ,0.09904345430051575,0.006058122880470029,,,,
266084,Hout- en bouwmaterialen,Afwerkprofielen,PROFIELEN,DECOSA SIERLIJST FP25 25 MM L200,DECOSA COVING FP25 25 MM L200, ,0.8805087455773316,0.008399653117858064,,,,
125355,Hout- en bouwmaterialen,Afwerkprofielen,PROFIELEN,ROND PROF 12MM IJZER L200,ROUND PROF 12MM IRON L200, ,0.4200945095854981,0.00911414066107541,,,,
278709,Hout- en bouwmaterialen,Afwerkprofielen,PROFIELEN,DECOSA SIERLIJST G36 38/48 MM L200,DECOSA COVING G36 38/48 MM L200, ,0.827271837047861,0.009644713125388726,,,,
161717,Hout- en bouwmaterialen,Afwerkprofielen,PROFIELEN,KOPLAT 12X45MM GEGROND L270 GRENEN SCHUIN,COVER PROF 12X45MM PRIMED L270 PINE ANGLED, ,0.977031902395716,0.01210814493264678,,,,
44618,Hout- en bouwmaterialen,Afwerkprofielen,PROFIELEN HOUT,HALFROND PROF 12X29MM L270 GRENEN,HALF ROUND PROF 12X29MM L270 PINE, ,0.5573044937443424,0.0012539727870729545,,,,
130106,"Ijzer, staal en non-ferro",Non-ferro,PROFIELPLATEN,SAB 45/900 KILKEPER 5000 X 620 X 0.63 MM STAAL,SAB 45/900 CORNER PROFILE 5000 X 620 X 0.63 MM INSIDE STEEL, ,0.0901501066286895,0.0030244845163133194,,,,
242838,Diversen,,PROMO,ETAGÈRE 3-LAAG 2ASS DSG,RACK 3-LAYER 2ASS DSG,PRESENTOIR 3-ETAGES 2ASS DSG,0.3587777319100842,0.0015320716166109527,,,,
238251,Diversen,Kerstartikelen,PROMO,BAL RATAN GLITTER,RATTAN GLITTERED BALL,SDN ROTIN BOULE PAILL PM,0.6571557513795362,0.0023265245730663686,,,,
242864,Diversen,,PROMO,ETAGÉRE 2-LAAG SPIEGEL,RACK 2-LAYER MIRROR,PRESENTOIR 2 ETAGES MIRROIR,0.5095015520659844,0.0023265531084060154,,,,
241966,Diversen,,PROMO,BAKVORMEN 4DSG / 2CLR SC, ,MOULES A GATEAUX 4DSG/2CLR SC,0.8552844427613258,0.003981518550612351,,,,
45044,Huishoud,Opslag en bewaren,PRULLENBAKKEN,ECO-BIN VUILNISCONTAINER PP 110 L GROEN/GROEN,ECO-BIN GARBAGE BIN PP 110 L GREEN/GREEN,ECO-BIN POUBELLE PP 110 L VERT/VERT,0.5580781732241092,0.0015535181158077283,,,,
232530,Vloeren,Overigen vloerbedekking,PVC VLOER,LTX VINYL MAXIMA EKO KLEUR 475-01 ROL 2MX25LM,LTX VINYL MAXIMA EKO COLOUR 475-01 ROLL 2MX25LM,LTX VINYLE MAXIMA EKO COULEUR 475-01 ROULEAU 2MX25ML,0.39562520432345294,0.0033440015029352343,,,,
291431,Vloeren,Overigen vloerbedekking,PVC VLOER,LTX VINYL MAXIMA EKO KLEUR 581-01 ROL 3MX35LM,LTX VINYL MAXIMA EKO COLOUR 581-01 ROLL 3MX35LM, ,0.9483584631806632,0.0051550835093109315,,,,
277498,Hout- en bouwmaterialen,Deuren en ramen,RAAM,"UPVC DOUBLE SLIDING WINDOW W24""XH24"" LGREY GLASS WHITE","UPVC DOUBLE SLIDING WINDOW W24""XH24"" LGREY GLASS WHITE", ,0.2494620342542745,0.0008889543152548196,,,,
261478,Hout- en bouwmaterialen,Deuren en ramen,RAAM,SLIDING DOOR SINGLE GLASS 2 DOORS H2200XW1800MM ALU,SLIDING DOOR SINGLE GLASS 2 DOORS H2200XW1800MM ALU,PORTE COULIS 2 PORTES SIMPLE VITRAGE H2200XL1800MM ALU,0.6090595410876594,0.0028707695766234664,,,,
166605,Hout- en bouwmaterialen,Deuren en ramen,RAAM,WINDOW DBL GLASS 1 WINDOW GRID H1000XW600MM PULL LEFT UPVC,WINDOW DBL GLASS 1 WINDOW GRID H1000XW600MM PULL LEFT UPVC,FENETRE DBL VITRAGE+PETIT BOIS H1000XL600MM TIR GAUCHE UPVC,0.9151717891012354,0.00338029732152334,,,,
261474,Hout- en bouwmaterialen,Deuren en ramen,RAAM,SLIDING WINDOW+GRID DBL GLASS 2 WINDOWS H1000XW1200MM UPVC,SLIDING WINDOW+GRID DBL GLASS 2 WINDOWS H1000XW1200MM UPVC,FENETRE COULIS DBL VITR 2 VANTAUX H1000XL1200M UPVC,0.6234628633561685,0.005373568192436173,,,,
204094,Hout- en bouwmaterialen,Deuren en ramen,RAAM,JALOUSIE WINDOW SECURITY FROSTED GLASS H1200XW1200MM ALU,JALOUSIE WINDOW SECURITY FROSTED GLASS H1200XW1200MM ALU,JALOUSIE SECUR VERRE GIVRE H1200XL1200MM ALU,0.05887631397214588,0.005404686134777292,,,,
204095,Hout- en bouwmaterialen,Deuren en ramen,RAAM,JALOUSIE WINDOW SECURITY FROSTED GLASS H500XW600MM ALU,JALOUSIE WINDOW SECURITY FROSTED GLASS H500XW600MM ALU,JALOUSIE SECUR VERRE GIVRE H500XL600MM ALU,0.11159915574679824,0.005986078129742278,,,,
74233,Ijzerwaren,Bouwbeslag,RAAMBESLAG,IBFM STOPPER WITH STOP FOR SHUTTERS SCREW STEEL BLACK,IBFM STOPPER WITH STOP FOR SHUTTERS SCREW STEEL BLACK, ,0.1461303605444937,0.0015075143226188636,,,,
199428,Raamdecoratie,,RAAMDECORATIE,LUANCE 350160 ROLGORDIJN VERDUISTEREND 60X90CM WIT,LUANCE 350160 BLINDS ECLIPSE 60X90CM WHITE,LUANCE 350160 STORE ENROULEUR OCCULTANT 60X90CM BLANC,0.09768182147819204,0.00033249886945485585,,,,
259450,Raamdecoratie,,RAAMDECORATIE,LUANCE JALOEZIE PVC 200X200 CM WIT,LUANCE BLINDS PVC 200X200 CM WHITE, ,0.08705226153717927,0.005823796604672249,,,,
201064,Hout- en bouwmaterialen,Deuren en ramen,RAMEN,50 SERIES OUTW DOUBLE CASEMENT WINDOW H650XW1500MM ALU,50 SERIES OUTW DOUBLE CASEMENT WINDOW H650XW1500MM ALU, ,0.7534812677443721,0.011530984076993156,,,,
165708,Gereedschappen,Overigen gereedschappen,RASP,NEO HOUTRASP PLAT 200MM,NEO WOODRASP FLAT 200MM,NEO RAPE A BOIS PLAT 200MM,0.31302599991434044,0.003395673715148817,,,,
122560,Hout- en bouwmaterialen,Hout,REGALO,DRAGER 35CM ENKEL ALU,SUPPORT 35CM SINGLE ALU, ,0.5079058900648992,0.00848187684904056,,,,
130208,Huishoud,Schoonmaakmiddelen (vloeibaar),REINIGER,HG NATUURSTEEN KLEURVLEKKENVERWIJDER (NR41) 0.5L EN,HG NATURAL STONE COLOURED STAIN REMOVER (NO41)0.5L EN, ,0.29314433344803825,0.0015268343230505632,,,,
18145,Ijzerwaren,Bevestigingsmaterialen,RINGEN,SLUITRING DIN 125 A EV M10,WASHER DIN 125 A GALV M10, ,0.07041726909262502,0.0032815051514435423,,,,
11159,Raamdecoratie,,ROLGORDIJNEN,DECOSOL TOPCLASS VINYL UNI 5900 210 X 170 CM, , ,0.42669444057805883,0.008358455479085758,,,,
98793,Raamdecoratie,,ROLGORDIJNEN,CLS ROLGORDIJN HOUT 90 X 130 CM 50 MM M/VALANCE WIT, , ,0.3154042619312324,0.010201744221214115,,,,
114292,Raamdecoratie,,ROLGORDIJNEN,CLS ROLGORDIJN HOUT 75 X 130 CM 50 MM M/VALANCE WNOOT, , ,0.13774539488542836,0.01029669262650823,,,,
61118,Verf en behang,Verfgereedschappen,ROLLERS,PEARL POLYAMIDE ROLLER MET GELE DRAAD 12 CM, , ,0.693887565464103,0.00872360641868919,,,,
274593,Verf en behang,Verfgereedschappen,ROLLERS,COP PROF NYLONROLLER 25 CM,COP PROF NYLON ROLLER 25 CM,COP PROF ROULEAUX NYLON 25 CM,0.3118745557754947,0.00884157017324061,,,,
19504,Sanitair,Waterleiding installatiematerialen,ROOSTERPLAATJES,OLYMPIA ROOSTERPLAATJE RVS Ø 70 MM, , ,0.9859424885804525,0.005205317667817622,,,,
158754,"Ijzer, staal en non-ferro",Non-ferro,RVS 304,RVS 304 LASBUIS 44.5X2.0MM L=6M, , ,0.21642459535244662,0.01214782974943529,,,,
49505,"Ijzer, staal en non-ferro",Overigen ijzer/staal/NF,RVS 316 MATERIALEN,RVS 316 MATERIALEN ALS PER AANGEHECHTE SPECIFICATIE, , ,0.33608970384484327,0.002579419460905674,,,,
13330,"Ijzer, staal en non-ferro",Non-ferro,RVS 316L,RVS 316L PLAAT 2000X1000X1.0MMKGW FINISH 2B, , ,0.6919492613512537,0.0016417027585460264,,,,
245231,"Ijzer, staal en non-ferro",Non-ferro,RVS 316L,RVS 316L PLAAT 2500X1250X2.0MM FINISH 2B 1ZIJDE FOLIE, , ,0.6576695168121232,0.002323988366740748,,,,
55535,"Ijzer, staal en non-ferro",Non-ferro,RVS 316L,RVS 316L RONDE BUIS 15.0X1.5MM L=6M, , ,0.7811429428200362,0.007037544141207941,,,,
221838,Sanitair,Wastafels en toiletten,SANITAIR,PURE WC ZITTING DUROPL SOFTCL WIT,PURE WC SEAT DUROPL SOFTCL WHITE,PURE ABATTANT DUROPL SOFTCL BLANC,0.4033663961299805,0.0004051060810988938,,,,
319213,Sanitair,Wastafels en toiletten,SANITAIR,LARGA BAD 190X90X42CM ACRYL WIT,LARGA BATHTUB 190X90X42CM ACRYL WHITE, ,0.4294570531328641,0.0041279505585257725,,,,
255375,Sanitair,Badkameraccessoires,SANITAIR,WENKO ZEEPDISPENSER PION KERAMIEK GRIJS,WENKO SOAP DISPENSER PION CERAMIC GREY, ,0.09946749535220056,0.0042124755796777436,,,,
255409,Sanitair,Badkameraccessoires,SANITAIR,WENKO AFVALEMMER BARCELONA L ANTHRACIET,WENKO SWING COVER BIN BARCELONA L ANTHRA., ,0.833126853583984,0.007880797163644981,,,,
289663,Sanitair,,SANITAIR,ISIFIX HANDGREEP 20X30CM CHR,ISIFIX HANDLE 20X30CM CHR,ISIFIX APPUIE MAINS 20X30CM CHR,0.3492789963867998,0.009341760009019318,,,,
169824,Sanitair,Kranen,SANITAIR,SOTALIA KEUKENMENGKRAAN CHROOM,SOTALIA STANDING SINK MIXER CHROME,SOTALIA MITIGEUR CUISINE CHROME,0.41583906850636587,0.01134043519589134,,,,
38926,Elektra,Installatiematerialen,SCHAKELMATERIAAL,HH KABELINVOERING E404/180,HH CABLE ENTRY BOX E404/180, ,0.6007355530613578,0.0017622253359840245,,,,
